nombre_paciente,ciudad,nombres,apellidos,edad_paciente,genero,num_documento,telefono,correo_electronico,tipo_seguro,distrito,especialidad,prioridad,motivo,fecha_cita,hora_cita,turno_cita,estado_cita,nivel_riesgo,id_registro,pais,region,provincia,ubigeo,establecimiento_salud,tipo_establecimiento,id_paciente,genero_paciente,fecha_nacimiento,id_medico,nombre_medico,especialidad_medico,correo_medico,id_cita,codigo_cita,tipo_cita,programada_en,estado,sintoma,codigo_cie10,descripcion_cie10,canal,texto_voz,texto,intencion,codigo_ticket,ticket_confirmado,notificacion_email,notificacion_sms,num_inasistencias_previas,distancia_km,dias_para_cita,minutos_espera_estimados,puntaje_riesgo,objetivo_no_show,creado_en
Julio Sánchez Paredes,Sangani,Julio,Sánchez Paredes,36,M,86272208,920282934,julio.sanchez205@gmail.com,EsSalud,Perené,Medicina General,baja,Artritis reumatoide en control,2026-05-19,11:00,manana,no_show,bajo,3717,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,1547,M,1990-02-21,10,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,3717,PICHANAKI-CIT-003717,control,2026-05-19 11:00:00,no_show,dolor en articulaciones,D50,Anemia ferropénica,voz_ia,Necesito saber qué traumatólogo recomiendan para mi lesión,Necesito saber qué traumatólogo recomiendan para mi lesión,consultar_doctor,PICHANAKI-TCK-969064,0,1,0,0,16.8,0,41,0.0,0,2026-04-05 00:50:46
Moisés Llanos Gómez,Shori,Moisés,Llanos Gómez,39,M,53397808,904691450,moises.llanos846@gmail.com,EsSalud,Perené,Cardiología,media,Lumbago crónico agudizado,2026-05-09,07:45,manana,cancelled,bajo,3718,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,2587,M,1987-02-27,36,Dra. Isabel Reyes Contreras,Cardiología,isabel.reyescontreras@hospitalpichanaki.gob.pe,3718,PICHANAKI-CIT-003718,control,2026-05-09 07:45:00,cancelled,dolor de espalda,I48,Fibrilación auricular,web,Necesito anular mi cita del día de mañana,Necesito anular mi cita del día de mañana,cancelar_cita,PICHANAKI-TCK-223621,0,1,0,0,19.4,0,53,0.0,0,2026-05-12 00:50:46
Hugo Torres García,San Martín de Pangoa,Hugo,Torres García,38,M,13078859,978416980,hugo.torres192@gmail.com,Sin seguro,Villa Rica,Emergencia,alta,Control cardiológico mensual,2026-07-05,10:45,manana,confirmed,alto,3719,Peru,Junín,Chanchamayo,120306,Centro de Salud Mazamari,Centro de Salud,2588,M,1988-06-05,1,Dra. Ana Rivera Paredes,Emergencia,ana.riveraparedes@hospitalpichanaki.gob.pe,3719,PICHANAKI-CIT-003719,emergencia,2026-07-05 10:45:00,confirmed,dolor en el pecho,J01,Sinusitis aguda,web,"Tengo una herida profunda en el brazo, necesito ayuda ya","Tengo una herida profunda en el brazo, necesito ayuda ya",emergencia,PICHANAKI-TCK-294403,1,0,1,2,79.7,33,51,100.0,0,2026-04-10 00:50:46
Saúl Huamán Mendoza,San Fernando,Saúl,Huamán Mendoza,41,M,99335802,972787867,saul.huaman808@gmail.com,Sin seguro,Perené,Dermatología,baja,Ansiedad y ataques de pánico,2026-05-10,14:15,tarde,no_show,bajo,3720,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,2589,M,1985-01-16,11,Dra. Bertha Salazar Córdova,Dermatología,bertha.salazarcordova@hospitalpichanaki.gob.pe,3720,PICHANAKI-CIT-003720,resultados,2026-05-10 14:15:00,no_show,problemas emocionales,L20,Dermatitis atópica,web,"Por favor anule mi cita, tuve un imprevisto y no podré asistir","Por favor anule mi cita, tuve un imprevisto y no podré asistir",cancelar_cita,PICHANAKI-TCK-237905,0,1,1,0,29.6,0,67,43.8,0,2026-04-13 00:50:46
María Huertas Córdova,Chanchamayo,María,Huertas Córdova,46,F,99897690,928661246,maria.huertas681@gmail.com,EsSalud,Pichanaki,Psicología,media,Control de embarazo - tercer trimestre,2026-07-18,16:30,tarde,cancelled,medio,3721,Peru,Junín,Chanchamayo,120304,Centro de Salud Perené,Centro de Salud,2590,F,1979-10-13,7,Dra. Dora Paucar Sinche,Psicología,dora.paucarsinche@hospitalpichanaki.gob.pe,3721,PICHANAKI-CIT-003721,primera_vez,2026-07-18 16:30:00,cancelled,control prenatal,F41,Trastorno de ansiedad,voz_ia,"Hola buenas, quisiera separar cita para control prenatal","Hola buenas, quisiera separar cita para control prenatal",agendar_cita,PICHANAKI-TCK-233193,0,1,0,0,2.7,46,67,36.9,1,2026-05-03 00:50:46
Milagros Ramírez Campos,Alto Yurinaki,Milagros,Ramírez Campos,40,F,69707309,906307215,milagros.ramirez562@gmail.com,SIS,Perené,Dermatología,baja,Plan nutricional para perder peso,2026-05-07,08:15,manana,completed,medio,3722,Peru,Junín,Chanchamayo,120303,Centro de Salud San Ramón,Centro de Salud,2591,F,1985-12-12,1,Dra. Bertha Salazar Córdova,Dermatología,bertha.salazarcordova@hospitalpichanaki.gob.pe,3722,PICHANAKI-CIT-003722,resultados,2026-05-07 08:15:00,completed,control de peso,L30,Dermatitis no especificada,whatsapp,"Necesito atención inmediata, estoy sangrando mucho","Necesito atención inmediata, estoy sangrando mucho",emergencia,PICHANAKI-TCK-121061,0,1,1,0,26.3,0,52,0.0,1,2026-04-23 00:50:46
Tito Medina Mamani,Santa Rosa,Tito,Medina Mamani,29,M,25260488,939426973,tito.medina35@gmail.com,EsSalud,Chanchamayo,Cardiología,baja,Evaluación de obesidad infantil,2026-06-02,12:15,manana,pending,bajo,3723,Peru,Junín,Chanchamayo,120302,Hospital de Pichanaki,Hospital II-1,1680,M,1997-03-28,31,Dr. Alberto Ramírez Chávez,Cardiología,alberto.ramirezchavez@hospitalpichanaki.gob.pe,3723,PICHANAKI-CIT-003723,control,2026-06-02 12:15:00,pending,control de peso,I50,Insuficiencia cardíaca,whatsapp,Cómo puedo saber si mi cita ya fue aprobada,Cómo puedo saber si mi cita ya fue aprobada,consultar_cita,PICHANAKI-TCK-904239,0,0,0,0,16.7,0,23,0.0,0,2026-04-26 00:50:46
Lidia Flores Silva,San Cristóbal,Lidia,Flores Silva,27,F,76037501,967911171,lidia.flores771@gmail.com,SIS,Perené,Psicología,alta,Inflamación articular en manos y muñecas,2026-06-07,08:45,manana,pending,bajo,3724,Peru,Junín,Chanchamayo,120303,Centro de Salud San Ramón,Centro de Salud,2592,F,1999-01-15,44,Dra. Nelly Morales Rojas,Psicología,nelly.moralesrojas@hospitalpichanaki.gob.pe,3724,PICHANAKI-CIT-003724,resultados,2026-06-07 08:45:00,pending,dolor en articulaciones,F41,Trastorno de ansiedad,voz_ia,"Por favor anule mi cita, tuve un imprevisto y no podré asistir","Por favor anule mi cita, tuve un imprevisto y no podré asistir",cancelar_cita,PICHANAKI-TCK-221544,0,1,0,0,21.8,5,61,11.8,0,2026-05-27 00:50:46
Clotilde Romero Pérez,Sangani,Clotilde,Romero Pérez,54,F,35350384,988477847,clotilde.romero378@gmail.com,SIS,Satipo,Oftalmología,baja,Gestante para control mensual,2026-05-03,12:15,manana,completed,alto,3725,Peru,Junín,Chanchamayo,120701,Hospital de Pichanaki,Hospital II-1,2044,F,1972-01-04,23,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,3725,PICHANAKI-CIT-003725,control,2026-05-03 12:15:00,completed,control prenatal,H52,Miopía,presencial,Cómo puedo saber si mi cita ya fue aprobada,Cómo puedo saber si mi cita ya fue aprobada,consultar_cita,PICHANAKI-TCK-912693,0,1,0,2,97.3,0,60,75.6,0,2026-04-23 00:50:46
Saúl Pérez Ccoicca,San Cristóbal,Saúl,Pérez Ccoicca,54,M,34372880,915614876,saul.perez247@gmail.com,EsSalud,Mazamari,Cardiología,baja,Inflamación articular en manos y muñecas,2026-06-25,07:15,manana,confirmed,alto,3726,Peru,Junín,Chanchamayo,120702,Hospital de Pichanaki,Hospital II-1,1518,M,1972-03-07,21,Dr. Fernando García Torres,Cardiología,fernando.garciatorres@hospitalpichanaki.gob.pe,3726,PICHANAKI-CIT-003726,resultados,2026-06-25 07:15:00,confirmed,dolor en articulaciones,I50,Insuficiencia cardíaca,presencial,"Hola, consultar el estado de mi ticket por favor","Hola, consultar el estado de mi ticket por favor",consultar_cita,PICHANAKI-TCK-611737,1,1,0,2,71.6,23,22,58.9,1,2026-05-10 00:50:46
Moisés Mendoza Mendoza,San Juan,Moisés,Mendoza Mendoza,34,M,53712695,921224180,moises.mendoza600@gmail.com,EsSalud,Satipo,Medicina General,baja,Control de diabetes mellitus tipo 2,2026-07-16,15:45,tarde,rescheduled,medio,3727,Peru,Junín,Chanchamayo,120701,Hospital de Satipo,Hospital II-1,106,M,1992-03-01,26,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,3727,PICHANAKI-CIT-003727,control,2026-07-16 15:45:00,rescheduled,diabetes,D50,Anemia ferropénica,voz_ia,Necesito verificar si mi cita sigue siendo a las 10 de la mañana,Necesito verificar si mi cita sigue siendo a las 10 de la mañana,consultar_cita,PICHANAKI-TCK-242216,0,1,0,1,84.3,44,62,74.9,0,2026-04-15 00:50:46
Félix Torres Quispe,Alto Yurinaki,Félix,Torres Quispe,71,M,50352087,916726691,felix.torres436@gmail.com,EsSalud,Pichanaki,Cardiología,media,Trastorno de sueño y alimentación,2026-08-01,10:30,manana,cancelled,bajo,3728,Peru,Junín,Chanchamayo,120304,Puesto de Salud Alto Cahuapanas,Puesto de Salud,2593,M,1955-06-17,33,Dr. Fernando García Torres,Cardiología,fernando.garciatorres@hospitalpichanaki.gob.pe,3728,PICHANAKI-CIT-003728,primera_vez,2026-08-01 10:30:00,cancelled,problemas emocionales,I48,Fibrilación auricular,voz_ia,"No voy a poder ir a mi cita, por favor cancélela","No voy a poder ir a mi cita, por favor cancélela",cancelar_cita,PICHANAKI-TCK-584055,0,1,0,0,4.0,60,20,15.0,0,2026-04-17 00:50:46
Carlos Vásquez Untiveros,San Martín de Pangoa,Carlos,Vásquez Untiveros,63,M,28402539,946742416,carlos.vasquez677@gmail.com,EsSalud,Pichanaki,Cardiología,baja,Evaluación de hipertensión arterial,2026-05-07,18:30,tarde,completed,bajo,3729,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,2370,M,1962-07-19,32,Dr. Fernando García Torres,Cardiología,fernando.garciatorres@hospitalpichanaki.gob.pe,3729,PICHANAKI-CIT-003729,resultados,2026-05-07 18:30:00,completed,dolor en el pecho,I50,Insuficiencia cardíaca,telefono,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,agendar_cita,PICHANAKI-TCK-783909,0,1,0,0,2.7,0,29,0.0,1,2026-04-25 00:50:46
Elena Sánchez Salazar,Villa Rica,Elena,Sánchez Salazar,73,F,64019482,974852222,elena.sanchez989@gmail.com,EsSalud,Chanchamayo,Traumatología,baja,Dolor en rodillas al caminar,2026-07-11,14:15,tarde,pending,medio,3730,Peru,Junín,Chanchamayo,120302,Puesto de Salud Villa Rica,Puesto de Salud,2594,F,1953-04-11,13,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,3730,PICHANAKI-CIT-003730,control,2026-07-11 14:15:00,pending,dolor en articulaciones,M17,Artrosis de rodilla,presencial,Necesito saber con qué médico tengo mi cita mañana,Necesito saber con qué médico tengo mi cita mañana,consultar_cita,PICHANAKI-TCK-724493,0,1,1,0,17.5,39,55,36.8,1,2026-05-04 00:50:46
Maribel García Díaz,Unión Ashaninka,Maribel,García Díaz,60,F,92894621,930522930,maribel.garcia641@gmail.com,SIS,San Ramón,Medicina General,baja,Evaluación de cefalea crónica,2026-07-02,13:00,tarde,confirmed,bajo,3731,Peru,Junín,Chanchamayo,120301,Centro de Salud Perené,Centro de Salud,2595,F,1966-03-14,11,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,3731,PICHANAKI-CIT-003731,control,2026-07-02 13:00:00,confirmed,dolor de cabeza intenso,D50,Anemia ferropénica,web,"Quisiera cambiar el horario de mi cita, ya no me queda bien","Quisiera cambiar el horario de mi cita, ya no me queda bien",reprogramar_cita,PICHANAKI-TCK-567931,1,0,0,0,24.5,30,63,23.9,0,2026-05-21 00:50:46
María Castro Contreras,Pichanaqui Centro,María,Castro Contreras,25,F,84087135,954659731,maria.castro942@gmail.com,SIS,Perené,Dermatología,baja,Evaluación médica anual,2026-07-28,09:30,manana,pending,bajo,3732,Peru,Junín,Chanchamayo,120303,Centro de Salud Perené,Centro de Salud,2596,F,2001-04-29,13,Dra. Patricia Montesinos Páucar,Dermatología,patricia.montesinospaucar@hospitalpichanaki.gob.pe,3732,PICHANAKI-CIT-003732,primera_vez,2026-07-28 09:30:00,pending,malestar general,L30,Dermatitis no especificada,voz_ia,"Buenas, quisiera sacar cita para el otorrino porque no escucho bien","Buenas, quisiera sacar cita para el otorrino porque no escucho bien",agendar_cita,PICHANAKI-TCK-290255,0,1,1,0,17.0,56,39,15.6,0,2026-05-31 00:50:46
Abel Rodríguez Córdova,Buenos Aires,Abel,Rodríguez Córdova,28,M,61636259,938860055,abel.rodriguez638@gmail.com,SIS,Satipo,Cardiología,baja,Evaluación de obesidad infantil,2026-06-09,13:30,tarde,confirmed,alto,3733,Peru,Junín,Chanchamayo,120701,Puesto de Salud Río Negro,Puesto de Salud,2008,M,1997-08-06,46,Dr. Fernando García Torres,Cardiología,fernando.garciatorres@hospitalpichanaki.gob.pe,3733,PICHANAKI-CIT-003733,control,2026-06-09 13:30:00,confirmed,control de peso,I10,Hipertensión esencial,telefono,Cuáles son los especialistas que atienden en la tarde,Cuáles son los especialistas que atienden en la tarde,consultar_doctor,PICHANAKI-TCK-610999,1,1,0,0,109.2,7,52,78.3,1,2026-04-25 00:50:46
Nelly Flores Mamani,La Merced,Nelly,Flores Mamani,49,F,55848506,969393462,nelly.flores389@gmail.com,EsSalud,Mazamari,Emergencia,alta,Control cardiológico mensual,2026-07-27,08:30,manana,cancelled,alto,3734,Peru,Junín,Chanchamayo,120702,Puesto de Salud Alto Cahuapanas,Puesto de Salud,892,F,1977-03-08,32,Dra. Teodora Quispe Salazar,Emergencia,teodora.quispesalazar@hospitalpichanaki.gob.pe,3734,PICHANAKI-CIT-003734,emergencia,2026-07-27 08:30:00,cancelled,dolor en el pecho,N40,Hiperplasia prostática,web,"Necesito atención inmediata, estoy sangrando mucho","Necesito atención inmediata, estoy sangrando mucho",emergencia,PICHANAKI-TCK-120865,0,1,0,1,98.2,55,55,100.0,1,2026-05-17 00:50:46
Maribel Cárdenas Ccoicca,San Luis de Shuaro,Maribel,Cárdenas Ccoicca,48,F,69279326,926384482,maribel.cardenas954@gmail.com,SIS,Mazamari,Oftalmología,media,Tos persistente desde hace dos semanas,2026-05-03,07:30,manana,completed,medio,3735,Peru,Junín,Chanchamayo,120702,Centro de Salud San Ramón,Centro de Salud,1288,F,1978-03-30,3,Dr. Raúl Flores Medina,Oftalmología,raul.floresmedina@hospitalpichanaki.gob.pe,3735,PICHANAKI-CIT-003735,control,2026-05-03 07:30:00,completed,tos seca,H52,Miopía,telefono,Podría darme información sobre los doctores de la especialidad de neurología,Podría darme información sobre los doctores de la especialidad de neurología,consultar_doctor,PICHANAKI-TCK-660220,0,1,0,2,85.7,0,43,65.8,1,2026-04-20 00:50:46
Pedro Huamán Romero,Nueva Esperanza,Pedro,Huamán Romero,20,M,20902905,938037978,pedro.huaman5@gmail.com,EsSalud,Perené,Medicina General,baja,Contractura muscular en zona lumbar,2026-06-09,15:30,tarde,rescheduled,bajo,3736,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,2597,M,2006-05-16,8,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,3736,PICHANAKI-CIT-003736,control,2026-06-09 15:30:00,rescheduled,dolor de espalda,J00,Resfriado común,presencial,"Buenas tardes, necesito adelantar mi cita si es posible","Buenas tardes, necesito adelantar mi cita si es posible",reprogramar_cita,PICHANAKI-TCK-932626,0,1,1,0,18.2,7,31,0.0,1,2026-05-23 00:50:46
Oscar Romero Martínez,Quimiri,Oscar,Romero Martínez,63,M,98786055,941237705,oscar.romero805@gmail.com,Sin seguro,Pichanaki,Oftalmología,baja,Dolor de cabeza persistente desde hace una semana,2026-07-30,08:45,manana,cancelled,medio,3737,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,545,M,1962-11-18,6,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,3737,PICHANAKI-CIT-003737,control,2026-07-30 08:45:00,cancelled,dolor de cabeza intenso,H10,Conjuntivitis,voz_ia,"Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves","Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves",cancelar_cita,PICHANAKI-TCK-240214,0,1,1,1,2.6,58,45,65.2,0,2026-05-02 00:50:46
Walter Gómez Mamani,San Pedro,Walter,Gómez Mamani,60,M,64524777,931097930,walter.gomez519@gmail.com,SIS,Villa Rica,Odontología,media,Dolor en la parte baja del abdomen,2026-06-23,12:15,manana,confirmed,alto,3738,Peru,Junín,Chanchamayo,120306,Centro de Salud Perené,Centro de Salud,2598,M,1966-05-02,5,Dra. Lidia Huertas López,Odontología,lidia.huertaslopez@hospitalpichanaki.gob.pe,3738,PICHANAKI-CIT-003738,primera_vez,2026-06-23 12:15:00,confirmed,dolor abdominal,K08,Pérdida de dientes,web,Necesito verificar si mi cita sigue siendo a las 10 de la mañana,Necesito verificar si mi cita sigue siendo a las 10 de la mañana,consultar_cita,PICHANAKI-TCK-462619,1,0,0,2,80.9,21,13,66.3,0,2026-05-27 00:50:46
Javier Torres Salazar,San José de Shori,Javier,Torres Salazar,50,M,15911245,954737432,javier.torres715@gmail.com,SIS,Chanchamayo,Traumatología,alta,Dolor torácico con palpitaciones,2026-07-13,10:00,manana,rescheduled,bajo,3739,Peru,Junín,Chanchamayo,120302,Centro de Salud Perené,Centro de Salud,2337,M,1975-08-04,4,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,3739,PICHANAKI-CIT-003739,primera_vez,2026-07-13 10:00:00,rescheduled,dolor en el pecho,M17,Artrosis de rodilla,web,Aceptan seguro SIS para las consultas externas,Aceptan seguro SIS para las consultas externas,informacion_servicios,PICHANAKI-TCK-216180,0,1,0,0,23.5,41,26,12.8,0,2026-04-22 00:50:46
María Paredes García,La Florida,María,Paredes García,40,F,83518768,965086916,maria.paredes489@gmail.com,Privado,Pichanaki,Medicina General,media,Tos seca y dificultad para respirar,2026-07-05,08:15,manana,cancelled,medio,3740,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,2599,F,1986-03-10,47,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,3740,PICHANAKI-CIT-003740,primera_vez,2026-07-05 08:15:00,cancelled,tos seca,J00,Resfriado común,telefono,"Buenos días, me puede decir los horarios del doctor Huamán","Buenos días, me puede decir los horarios del doctor Huamán",consultar_doctor,PICHANAKI-TCK-699915,0,1,0,0,1.6,33,44,0.0,1,2026-06-01 00:50:46
Dora Contreras Ccoicca,Villa Rica,Dora,Contreras Ccoicca,35,F,54630576,964348518,dora.contreras857@gmail.com,SIS,Mazamari,Medicina General,alta,Fiebre intermitente con escalofríos,2026-07-19,11:00,manana,confirmed,alto,3741,Peru,Junín,Chanchamayo,120702,Centro de Salud Perené,Centro de Salud,1178,F,1990-12-07,4,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,3741,PICHANAKI-CIT-003741,primera_vez,2026-07-19 11:00:00,confirmed,fiebre,D50,Anemia ferropénica,telefono,"Hola, me podría agendar una cita para el dermatólogo tengo alergia en la piel","Hola, me podría agendar una cita para el dermatólogo tengo alergia en la piel",agendar_cita,PICHANAKI-TCK-128883,1,1,0,1,82.6,47,25,55.3,1,2026-05-02 00:50:46
Silvia Zevallos Vega,Alto Pichanaqui,Silvia,Zevallos Vega,70,F,97265508,940793554,silvia.zevallos824@gmail.com,EsSalud,Chanchamayo,Endocrinología,baja,Reacción alérgica cutánea,2026-06-18,10:45,manana,pending,bajo,3742,Peru,Junín,Chanchamayo,120302,Puesto de Salud Santo Domingo,Puesto de Salud,983,F,1955-10-24,31,Dr. Rolando Chávez Ríos,Endocrinología,rolando.chavezrios@hospitalpichanaki.gob.pe,3742,PICHANAKI-CIT-003742,control,2026-06-18 10:45:00,pending,alergias,E03,Hipotiroidismo,web,"Buenos días, quisiera información sobre los servicios de emergencia","Buenos días, quisiera información sobre los servicios de emergencia",informacion_servicios,PICHANAKI-TCK-862158,0,1,0,0,24.2,16,72,15.3,0,2026-04-12 00:50:46
Zulema Ccoicca Díaz,San José,Zulema,Ccoicca Díaz,45,F,80921126,947136556,zulema.ccoicca261@gmail.com,EsSalud,Villa Rica,Oftalmología,media,Ojo rojo con secreción y ardor,2026-05-06,13:00,tarde,completed,medio,3743,Peru,Junín,Chanchamayo,120306,Puesto de Salud Villa Rica,Puesto de Salud,2600,F,1980-10-23,39,Dr. Raúl Flores Medina,Oftalmología,raul.floresmedina@hospitalpichanaki.gob.pe,3743,PICHANAKI-CIT-003743,primera_vez,2026-05-06 13:00:00,completed,problemas de visión,H10,Conjuntivitis,presencial,Cómo puedo saber si mi cita ya fue aprobada,Cómo puedo saber si mi cita ya fue aprobada,consultar_cita,PICHANAKI-TCK-159484,0,0,0,0,64.4,0,72,40.4,0,2026-05-15 00:50:46
Yesenia Cárdenas Vilchez,Bajo Yurinaki,Yesenia,Cárdenas Vilchez,59,F,78618515,944458757,yesenia.cardenas226@gmail.com,Sin seguro,Río Negro,Ginecología,baja,Dolor de muela intenso,2026-05-25,12:30,manana,no_show,medio,3744,Peru,Junín,Chanchamayo,120701,Centro de Salud Perené,Centro de Salud,2601,F,1967-06-08,30,Dra. Elena Mendoza Tapia,Ginecología,elena.mendozatapia@hospitalpichanaki.gob.pe,3744,PICHANAKI-CIT-003744,control,2026-05-25 12:30:00,no_show,problemas dentales,N97,Infertilidad femenina,voz_ia,Quisiera saber qué doctores atienden hoy,Quisiera saber qué doctores atienden hoy,consultar_doctor,PICHANAKI-TCK-941144,0,1,0,1,69.0,0,93,77.1,0,2026-04-28 00:50:46
Ruth Huamán Chávez,Bajo Yurinaki,Ruth,Huamán Chávez,25,F,83322003,916291096,ruth.huaman446@gmail.com,SIS,Perené,Nutrición,baja,Dolor en la parte baja del abdomen,2026-05-13,07:30,manana,completed,bajo,3745,Peru,Junín,Chanchamayo,120303,Centro de Salud Mazamari,Centro de Salud,2602,F,2000-07-01,22,Dra. Ruth Campos Untiveros,Nutrición,ruth.camposuntiveros@hospitalpichanaki.gob.pe,3745,PICHANAKI-CIT-003745,primera_vez,2026-05-13 07:30:00,completed,dolor abdominal,E78,Hipercolesterolemia,web,"Buenas tardes, quiero confirmar los datos de mi cita médica","Buenas tardes, quiero confirmar los datos de mi cita médica",consultar_cita,PICHANAKI-TCK-157987,0,1,0,0,12.1,0,13,2.3,0,2026-04-03 00:50:46
Elena Vásquez Martínez,San Pedro,Elena,Vásquez Martínez,46,F,60070547,907716994,elena.vasquez644@gmail.com,SIS,Perené,Dermatología,baja,Reacción alérgica cutánea,2026-05-17,08:15,manana,completed,medio,3746,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,2603,F,1979-10-01,46,Dr. César Huamán Llanos,Dermatología,cesar.huamanllanos@hospitalpichanaki.gob.pe,3746,PICHANAKI-CIT-003746,resultados,2026-05-17 08:15:00,completed,alergias,L20,Dermatitis atópica,web,"Buenos días, quisiera agendar una cita con el médico por favor","Buenos días, quisiera agendar una cita con el médico por favor",agendar_cita,PICHANAKI-TCK-758749,0,1,0,0,15.6,0,32,0.9,0,2026-05-18 00:50:46
Teresa García Pérez,Cuyani,Teresa,García Pérez,43,F,92936770,969214470,teresa.garcia83@gmail.com,Privado,Pichanaki,Traumatología,alta,Cuadro febril sin foco aparente,2026-07-23,14:45,tarde,cancelled,bajo,3747,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,891,F,1982-09-24,39,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,3747,PICHANAKI-CIT-003747,primera_vez,2026-07-23 14:45:00,cancelled,fiebre,M54,Lumbago,telefono,"Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves","Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves",cancelar_cita,PICHANAKI-TCK-985391,0,1,0,0,0.6,51,37,25.0,0,2026-04-17 00:50:46
María Llanos Huertas,La Florida,María,Llanos Huertas,37,F,84031628,999566737,maria.llanos468@gmail.com,SIS,Perené,Traumatología,media,Control de embarazo - tercer trimestre,2026-06-18,13:30,tarde,confirmed,medio,3748,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,587,F,1988-08-30,39,Dr. Víctor López Sánchez,Traumatología,victor.lopezsanchez@hospitalpichanaki.gob.pe,3748,PICHANAKI-CIT-003748,control,2026-06-18 13:30:00,confirmed,control prenatal,M17,Artrosis de rodilla,presencial,"Buen día, me puede decir si ya tengo hora confirmada para mi control","Buen día, me puede decir si ya tengo hora confirmada para mi control",consultar_cita,PICHANAKI-TCK-374560,1,1,1,0,29.2,16,77,25.8,0,2026-04-22 00:50:46
Norma Vásquez Mendoza,Puerto Bermúdez,Norma,Vásquez Mendoza,37,F,73283742,938225405,norma.vasquez815@gmail.com,Sin seguro,San Luis de Shuaro,Ginecología,media,Rinitis alérgica estacional,2026-07-10,08:45,manana,confirmed,medio,3749,Peru,Junín,Chanchamayo,120305,Hospital de Pichanaki,Hospital II-1,2604,F,1988-11-13,49,Dra. Elena Mendoza Tapia,Ginecología,elena.mendozatapia@hospitalpichanaki.gob.pe,3749,PICHANAKI-CIT-003749,resultados,2026-07-10 08:45:00,confirmed,alergias,N76,Enfermedad inflamatoria pélvica,voz_ia,"Hola, tengo una cita el miércoles pero quisiera pasarla al jueves","Hola, tengo una cita el miércoles pero quisiera pasarla al jueves",reprogramar_cita,PICHANAKI-TCK-543587,1,1,0,1,32.4,38,62,57.3,1,2026-05-28 00:50:46
Walter Morales Salazar,Villa Rica,Walter,Morales Salazar,49,M,37799083,993421306,walter.morales13@gmail.com,SIS,Perené,Medicina General,media,Evaluación de peso y talla - niño de 2 años,2026-07-01,13:00,tarde,confirmed,bajo,3750,Peru,Junín,Chanchamayo,120303,Puesto de Salud Villa Rica,Puesto de Salud,144,M,1976-07-30,27,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,3750,PICHANAKI-CIT-003750,primera_vez,2026-07-01 13:00:00,confirmed,control niño sano,D50,Anemia ferropénica,presencial,"Hola, me puede decir a qué hora tengo mi cita mañana","Hola, me puede decir a qué hora tengo mi cita mañana",consultar_cita,PICHANAKI-TCK-645672,1,1,0,0,11.3,29,49,8.0,0,2026-04-26 00:50:46
